mean_timeI,mean_timeRT,mean_timeD,stdev_timeI,stdev_timeRT,stdev_timeD
0.0068997,0.0068997,0.0068997,0.0007952770376835149,0.0007952770376835149,0.0007952770376835149
0.0036929999999999997,0.0086585,0.00043759999999999996,0.0002438068452233812,0.00029355909872535806,1.9693202436938048e-05
0.0040852,0.00992,0.0004548,0.00028844787705541836,4.273432136143293e-05,9.378462323619779e-06
0.0043678,0.0114695,0.0004903,0.0002128107140160006,5.0735151084386776e-05,2.36175546763184e-05
0.0049645,0.0130773,0.0005136,0.0003224132096825093,0.00012719106362738976,1.2606876430477672e-05
0.005282,0.014457900000000001,0.0005328,0.00030108802699542865,0.0007024288734257886,4.881211142966694e-05
0.0056343,0.0164859,0.0005962000000000001,0.0004837545406045876,0.0007193191920142267,5.714465076550133e-05
0.0058595999999999995,0.0177211,0.0005991,0.0009414707406794731,0.0011375631313372359,1.68750308641693e-05
0.0058733,0.0181567,0.0006393,0.0008941449111985273,0.0028853171614611497,4.85455112926692e-06
0.0068189,0.0212503,0.0006644000000000001,0.000803548719396929,0.0013577152417859118,1.718655805499688e-05
0.0070285,0.0232361,0.0006825000000000001,0.0006982435503143263,0.0012828221016354699,5.338539126015649e-06
0.007441100000000001,0.0249302,0.00086,0.0007082023329843275,0.0007447100554354476,0.0005498306810080515
0.0077207,0.025833099999999998,0.0007628,0.0010480712496984375,0.0008516305210855495,5.044865376466123e-05
0.0081083,0.0275351,0.00075,0.0009523189300042524,0.0006267408555375973,2.3161270354720264e-05
0.007880700000000001,0.028196500000000003,0.0007863,0.0013757809135986085,0.0008346669661873797,1.0698390325444075e-05
0.008272100000000001,0.0308282,0.0008322,0.0010720364266199166,0.001718572844607472,2.5358759170485204e-05
0.0092762,0.0328048,0.0008555,0.0017019678022806423,0.0013189404670247843,1.3978157564174484e-05
0.0106716,0.0348913,0.0009311,0.0026190771148122643,0.0013301460279065448,0.00015468063873672104
0.0094688,0.0367139,0.0009102000000000001,0.0008301014395843436,0.0011807822689499804,7.208020224413594e-06
0.009997200000000001,0.0388859,0.0009454999999999999,0.0018890306038342054,0.001154853857998203,2.907557203029525e-05
0.010598,0.0394451,0.0009962999999999999,0.0009508576245801588,0.0019983652457835517,1.2910374811668991e-05
0.0116423,0.0434151,0.0010746,0.0027536520013328562,0.0014588030443559617,0.0001570068646765343
0.0116637,0.0457408,0.0010385,0.0025911891757346562,0.0013846550954419415,9.902300518341983e-06
0.012312,0.0479233,0.0010598,0.0027886093706760407,0.0007690350447151281,1.7447062790051483e-05
0.012335599999999999,0.049894499999999994,0.0010785,0.0018870275979846072,0.0004628806541647641,1.4864200094335514e-05
0.0114451,0.05191,0.0011153,0.0012374378053955774,0.0013097936224204683,1.5055822055861888e-05
0.0109946,0.0557486,0.0012831000000000001,0.0014991318376536022,0.001020197279396925,0.00031392937988591565
0.0118254,0.058706400000000006,0.0012224,0.0017342298450769309,0.0006536283687573888,2.1114502651547855e-05
0.0119916,0.0605603,0.0012434,0.0014178023839731683,0.0009028073560966498,1.7037214169771588e-05
0.013223299999999999,0.063129,0.0012607,0.0013084230584944612,0.0017642832979869042,2.173093033750128e-05
0.013386200000000001,0.0659559,0.0012648,0.002557404057068634,0.0015059109055835787,2.2962771803266447e-05
0.0132827,0.06976170000000001,0.0013058,0.0015713150932331243,0.0010376358866834414,4.528379646432289e-05
0.0136495,0.0718831,0.0013211,0.0017424488036477093,0.0006246382864417548,9.982762921934756e-06
0.013946999999999998,0.0737598,0.0014446,0.0018525829416130212,0.0008916505045264214,0.00022172465406946118
0.013119700000000001,0.0790381,0.0014318,0.0021329919544568793,0.0008133467826756856,0.00015471177503129275
0.0145016,0.0818632,0.0014373,0.001816778112789537,0.001161452806713308,6.588550675224409e-05
0.014461499999999999,0.08447879999999999,0.0014268,0.002997717622532924,0.0008029821915833491,2.0324041592819718e-05
0.0160594,0.0870493,0.0015873000000000003,0.006014575669894669,0.001487177195599471,0.0005175042780284795
0.015669,0.0920317,0.0014491,0.004878511589955827,0.0009957106953773717,6.8386158443552485e-06
0.015369299999999999,0.0947639,0.0015311,0.002012810972523528,0.0008774211518864665,6.143189544347282e-05
0.0166279,0.0973292,0.0015695000000000001,0.004635478722730684,0.0006708655768648596,7.697943448307045e-05
0.015562999999999999,0.102572,0.0015689999999999999,0.0018848415200105172,0.0008118516558529122,3.531446036839742e-05
0.0168651,0.10606040000000001,0.0016361000000000001,0.005638119573246229,0.0015494796402520297,5.838274098091357e-05
0.01406,0.10845210000000001,0.0016307000000000001,0.002268427551312926,0.001147498772693608,1.711432148815722e-05
0.0188338,0.11353469999999999,0.0016660000000000002,0.005672052789285766,0.0013109389383186404,2.0390629656236174e-05
0.0158406,0.11698109999999999,0.0017161,0.001861497139401509,0.0013012093050526312,1.8254071083216223e-05
0.0177896,0.1204736,0.0017427999999999999,0.008824074395274177,0.0011256146172943298,2.331332475454992e-05
0.0159778,0.1256155,0.0017104999999999998,0.0021109750669615532,0.0017913662228713704,0.000144046481695628
0.022425,0.12959179999999998,0.0017797,0.009883829835758112,0.0013954625517488238,1.3098345951556861e-05
0.021124200000000003,0.1326756,0.001848,0.011793912147092385,0.0013369473686973118,2.758824226207807e-05
0.0169733,0.137612,0.0019341,0.001754258060960372,0.001398892736734626,7.889296546587665e-05
0.020988,0.1412196,0.001951,0.008385155971516968,0.0010758122719343021,1.8098495947331e-05
0.0195701,0.1451074,0.0019633999999999997,0.0019567230230384913,0.001502347881003453,1.926539788209826e-05
0.0177771,0.1502629,0.0019852000000000003,0.001393402745479967,0.0012683979790796467,2.960405377646782e-05
0.0188855,0.15522629999999998,0.0020045,0.002406412371145062,0.0027554542698679184,1.0135197197007176e-05
0.0187875,0.1601268,0.0021217,0.0023646559651106405,0.001605423225611658,0.0002899820109363107
0.020008,0.1646544,0.0020541,0.001622104942488138,0.0010899731087406599,7.257402351316133e-05
0.0218695,0.1679446,0.0020828,0.0016570513470217708,0.000875786021557525,6.936025118498668e-05
0.0214197,0.1743271,0.0020529,0.0025625387606824602,0.0004555003232100357,0.00025781666612795484
0.0302597,0.1783367,0.0021008,0.01681973605982633,0.0010233246525147522,3.244071515857811e-05
0.0222627,0.1852862,0.0021274,0.002413513439411975,0.004994908603323547,2.6650828630019493e-05
0.0225621,0.1883316,0.0021847999999999998,0.0019636444829845235,0.0022655090279130557,1.1867790208983463e-05
0.023760200000000002,0.1919765,0.0022693,0.002254374503049571,0.0010039201218777838,6.969305720243747e-05
0.0240346,0.2002878,0.0024128,0.003202558359256618,0.0055486693860380245,0.00028689285650066484
0.024595600000000002,0.2038443,0.0024793,0.0027222193641708347,0.004438027415918526,0.0002640745054798824
0.026406600000000002,0.2091805,0.0024045,0.004288858594596522,0.0009958033328814403,1.4953632037438573e-05
0.0258561,0.2136056,0.0024295999999999996,0.002537327747848118,0.0020768499758582,1.9236539305302344e-05
0.026239000000000002,0.2182508,0.0024379000000000002,0.004883262183782023,0.0021881048014714063,1.4410258691486189e-05
0.0262359,0.22381299999999998,0.0024322,0.003226447012151637,0.002042640012880935,2.7611591768675725e-05
0.0280412,0.231091,0.0025697999999999997,0.0038081244960974925,0.0013715160306107341,0.00025686736741837104
0.02891,0.23671389999999998,0.002502,0.0025202963229659235,0.001232861571935613,0.00011604022291142549
0.0274449,0.241191,0.0024394,0.0032877313167458066,0.0013273075503941604,0.00011447969252229855
0.0346804,0.24773019999999998,0.0026452,0.015144566309772994,0.001260198467614437,9.17615266752782e-05
0.0318927,0.2536422,0.0026541000000000004,0.0022992691616637185,0.002541869731778824,1.4895562351847455e-05
0.0313884,0.2601572,0.0027140000000000003,0.0021474628026787535,0.0009089691108307581,1.665999866613306e-05
0.030978,0.2664993,0.0026941,0.003879090758297763,0.002049575839587861,9.521023521076336e-05
0.0316216,0.27221259999999997,0.0027204,0.0036435660553913386,0.001594061144791285,2.490961438659556e-05
0.0354764,0.27912,0.0028752,0.0027361373909623446,0.0016444708030920567,1.3180794108601104e-05
0.034282400000000005,0.2850005,0.0028721999999999997,0.00294151892735709,0.0011997281405014635,1.4718091663738945e-05
0.036197099999999996,0.29261020000000004,0.0029170000000000003,0.004243851223960508,0.000872126749197992,1.8036999011291496e-05
0.0354375,0.2990003,0.0029372,0.003975145706623707,0.0009762925392638367,2.6544721174316807e-05
0.0334957,0.3067285,0.0029373,0.004684182391600244,0.0008592336701968822,0.00038424733064929825
0.035162700000000005,0.3136925,0.0027939,0.003510524147316022,0.0019269306768364435,0.0004889284087562195
0.0359274,0.31982,0.002902,0.003432841459911728,0.0008232163209698309,0.000404352981110976
0.036053800000000004,0.32982999999999996,0.0029164,0.0029671001481057038,0.006522509111615805,0.0003683169528786012
0.0352989,0.3347727,0.0029019,0.0052468357120162325,0.0010650249918820283,0.00035494990256842356
0.036133700000000005,0.3420604,0.0030685,0.003880216576143371,0.0007973524523906116,1.5946089733153314e-05
0.0370525,0.3502993,0.0031237,0.0045994849530499975,0.0014561579622798903,3.260214716855309e-05
0.0376245,0.357144,0.003051,0.002024983196089401,0.0017320502302185011,0.0003462022530255978
