mean_accI,mean_accRT,mean_accD,stdev_accI,stdev_accRT,stdev_accD
88.6574524,88.6574524,88.6574524,2.197969973860738,2.197969973860738,2.197969973860738
88.6574524,88.6574524,88.6574524,2.197969973860738,2.197969973860738,2.197969973860738
92.1319824,91.8680122,91.92127769999999,1.5614368811420798,1.5572207013988317,1.3644074200552372
93.8197631,93.5628983,93.7700141,1.2406121935219852,1.1273742461846699,1.062365823815512
94.4580291,93.90171740000001,94.4638199,0.7793559527369657,0.7727934613996444,0.7629723476831968
94.9435608,94.7917711,94.9935325,0.5251679105993508,0.6619408663672249,0.5445884967755696
95.4589493,95.2260635,95.5260192,0.5948400709561544,0.6391277172864858,0.580360994535644
95.844133,95.6506546,95.89189,0.5355673193863361,0.7798137359687879,0.5314504574886457
96.206198,95.9322752,96.2455131,0.6542638773581937,0.7115386575650761,0.6379250593988196
96.41654059999999,96.0493432,96.4556319,0.639002120875143,0.5384586868625425,0.6275295847555181
96.4605416,96.1395325,96.5693809,0.6215227084826423,0.5955405203994217,0.6031570065540228
96.5844467,96.30455950000001,96.7070595,0.6438963377214701,0.5312730876972676,0.6302495086177733
96.70616989999999,96.4911278,96.812346,0.5491675952810459,0.4864309375104415,0.5421012948040461
96.8256948,96.6204025,96.94097980000001,0.4031332627371065,0.33096293640468294,0.3938897165713051
97.00251610000001,96.8045511,97.10335760000001,0.39749637844819835,0.3222532597219672,0.419304539320952
97.0545114,96.8945503,97.15179900000001,0.4035302239761801,0.33310026617456856,0.4251063153701172
97.1558235,96.9609596,97.2517754,0.3253730771254057,0.3387213169666208,0.3442054163119601
97.2988952,97.09139250000001,97.37907709999999,0.3374737709807298,0.29150811453742875,0.350385487070217
97.36863170000001,97.1706717,97.4388208,0.28591698696651696,0.23455406716862448,0.2878419865724185
97.446595,97.2235238,97.5250023,0.31133583592070624,0.26332091055752627,0.30658444447132127
97.5607957,97.3721495,97.63431779999999,0.33689339839877774,0.21917521810604773,0.3360316998134427
97.6529724,97.4509965,97.7355996,0.3327025056948012,0.27983355895255857,0.3115101997292816
97.70362639999999,97.4940859,97.78603050000001,0.3351303426148643,0.2589015594345756,0.3153794043575857
97.7416114,97.4832132,97.8240151,0.3266330686375758,0.2406681314442042,0.3082707319514442
97.8073685,97.5622999,97.8866622,0.3544464179149285,0.2714569089734728,0.3427253033860591
97.83781880000001,97.5778916,97.910891,0.3433290809936663,0.31523004664325754,0.33670510294915296
97.8473786,97.5878838,97.9153397,0.3523819408852347,0.2989217101073657,0.3390010611455207
97.881134,97.598095,97.9426552,0.32907558222761824,0.3180543802524609,0.3225366483758269
97.9464416,97.67251660000001,97.9928613,0.2990603756193727,0.2885524855293347,0.298735662094265
97.999095,97.7162804,98.0452904,0.27659002766228374,0.2623828934863435,0.28069643219883544
98.04818639999999,97.7447266,98.090384,0.26214329302510253,0.27110268517511243,0.26529104735323733
98.1086051,97.80848,98.1396928,0.2558490970650253,0.21740863672919167,0.2537619511142068
98.1472481,97.8593399,98.1647942,0.274283534306483,0.2149128949140129,0.26262910915154164
98.19457,97.90643680000001,98.210781,0.25400069980874684,0.17369589006447395,0.24001685680246213
98.2252311,97.95886540000001,98.2434402,0.2396914843517963,0.22055066414882607,0.22717053767393766
98.2310028,97.977742,98.2472121,0.23085855257653687,0.1940007507179089,0.22304020229269464
98.2567748,97.9788629,98.2769836,0.23735308477634157,0.17826545663603546,0.23448844173941352
98.2847649,98.0275131,98.3049728,0.23382018236691915,0.19745405521760953,0.2305330833403277
98.3103188,98.0650636,98.33430489999999,0.22214603222895044,0.18637975948000118,0.23022158175039603
98.3343187,98.1030487,98.3583031,0.21797810397277745,0.18907174416374786,0.22450028239103634
98.3587517,98.133043,98.3805145,0.23088074509824655,0.21060460716286022,0.23348976738285582
98.35741399999999,98.1721328,98.3845094,0.2402360866138873,0.20645817416922296,0.2338906872409499
98.3716347,98.1918983,98.3978379,0.24563578156741142,0.22779007954354816,0.24043255044765943
98.3960656,98.2321013,98.4242699,0.2601863773900896,0.22788850904824462,0.25620845921390956
98.4033919,98.2456536,98.436039,0.26079989530393993,0.22018497406609913,0.2640734801035503
98.4256112,98.252762,98.45625989999999,0.26701819580561975,0.23356559523611425,0.2660513302747958
98.447168,98.2445543,98.4729302,0.25032481996353667,0.20760576475085957,0.2522012787155005
98.4687103,98.2669838,98.4944726,0.2558240829146514,0.2127369283336657,0.25417087771252356
98.48492730000001,98.2827583,98.5138008,0.24395914765160795,0.21212721548115757,0.24342254712093261
98.5000427,98.2869859,98.5264703,0.24698186250368323,0.24317596199434957,0.25019409440274565
98.5024841,98.2803155,98.5300232,0.24946547852177764,0.23111737655728545,0.25307519174734405
98.5244788,98.2994216,98.54779590000001,0.2385114423627429,0.2352898663366361,0.24327572765552047
98.52692809999999,98.309645,98.5542419,0.24565828652665334,0.22563968369012083,0.25025560508427963
98.52826230000001,98.3262976,98.5595726,0.23460876673638373,0.22538409380147295,0.23816680374626112
98.53448399999999,98.3278655,98.5657952,0.2317685081234681,0.23989662116153715,0.236940393959136
98.5722351,98.3665078,98.59843670000001,0.19269223173262542,0.1964992492169997,0.19712111858790204
98.5708982,98.3711739,98.5970987,0.19390088541932796,0.1930937738995404,0.19618814244271152
98.5871123,98.372503,98.6053176,0.18039969502564,0.1748830402507159,0.19255960630654886
98.6071097,98.4067277,98.62642819999999,0.17651669535457742,0.1644401138084742,0.18179755302704684
98.61644129999999,98.4171693,98.63775869999999,0.17461296482032834,0.17632884322326425,0.18199804184419457
